sistema,tarifa,año,q,p,tipo de tarifa,frecuencia,notas
CDMX,CDMX Doméstica Popular 2022,2022,1000,102.41,1,2,CDMX Doméstica Popular
CDMX,CDMX No Doméstica 2022,2022,0,560.77,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2022,2022,10,0,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2022,2022,20,37.39,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2022,2022,30,56.89,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2022,2022,50,56.89,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2022,2022,70,56.89,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2022,2022,90,60.14,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2022,2022,120,66.64,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2022,2022,1000,102.41,1,2,CDMX No Doméstica
CDMX,CDMX Doméstica Alta 2023,2023,0,229.75,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2023,2023,15,0,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2023,2023,20,25.86,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2023,2023,30,28.91,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2023,2023,40,34.32,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2023,2023,50,36.65,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2023,2023,70,39.26,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2023,2023,90,51.06,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2023,2023,120,68.1,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2023,2023,1000,107.22,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Baja 2023,2023,0,57.87,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2023,2023,15,0,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2023,2023,20,9.87,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2023,2023,30,13.29,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2023,2023,40,18.84,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2023,2023,50,26.43,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2023,2023,70,33.42,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2023,2023,90,40.89,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2023,2023,120,68.1,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2023,2023,1000,107.22,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Media 2023,2023,0,191.47,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2023,2023,15,0,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2023,2023,20,24.68,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2023,2023,30,27.02,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2023,2023,40,31.98,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2023,2023,50,34.46,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2023,2023,70,38.09,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2023,2023,90,51.06,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2023,2023,120,68.1,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2023,2023,1000,107.22,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Popular 2023,2023,0,51.05,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2023,2023,15,0,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2023,2023,20,4.42,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2023,2023,30,7.01,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2023,2023,40,14.31,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2023,2023,50,20.88,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2023,2023,70,31.09,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2023,2023,90,39.43,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2023,2023,120,68.1,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2023,2023,1000,107.22,1,2,CDMX Doméstica Popular
CDMX,CDMX No Doméstica 2023,2023,0,587.13,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2023,2023,10,0,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2023,2023,20,39.15,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2023,2023,30,59.56,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2023,2023,50,59.56,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2023,2023,70,59.56,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2023,2023,90,62.97,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2023,2023,120,69.77,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2023,2023,1000,107.22,1,2,CDMX No Doméstica
